Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Single-KC)	Opportunity (Single-KC)	Predicted Error Rate (Single-KC)	KC (Unique-step)	Opportunity (Unique-step)	Predicted Error Rate (Unique-step)
2337	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Mais, tu as trop de devoirs.	1	Opp#1 ANSWER	2007-01-10 19:18:49	2007-01-10 19:19:38		2007-01-10 19:19:53	64	.	64	incorrect	3	0	0	.	Single-KC	253	0.5128	KC363	1	
2338	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Il est huit heures et demie.	1	Opp#1 ANSWER	2007-01-10 19:19:53	2007-01-10 19:20:26		2007-01-10 19:20:36	43	.	43	incorrect	2	0	0	.	Single-KC	254	0.5126	KC249	1	
2339	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Il est quatre heures quarante-sept.	1	Opp#1 ANSWER	2007-01-10 19:20:36	2007-01-10 19:21:10		2007-01-10 19:21:30	54	.	54	incorrect	3	0	0	.	Single-KC	255	0.5124	KC261	1	
2340	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Il ne faut pas regarder trop de télévision.	1	Opp#1 ANSWER	2007-01-10 19:21:30	2007-01-10 19:22:31	2007-01-10 19:22:31	2007-01-10 19:22:31	61	61	.	correct	0	0	1	.	Single-KC	256	0.5122	KC169	1	
2341	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Ils visitent la Tour Eiffel.	1	Opp#1 ANSWER	2007-01-10 19:22:31	2007-01-10 19:22:50		2007-01-10 19:23:05	34	.	34	incorrect	2	0	0	.	Single-KC	257	0.5120	KC243	1	
2342	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Je me brosse les dents.	1	Opp#1 ANSWER	2007-01-10 19:23:05	2007-01-10 19:23:26		2007-01-10 19:23:31	26	.	26	incorrect	2	0	0	.	Single-KC	258	0.5118	KC9	1	
2343	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Je vais jouer au foot, et le soir, je vais manger au restaurant.	1	Opp#1 ANSWER	2007-01-10 19:23:31	2007-01-10 19:24:17		2007-01-10 19:25:13	102	.	102	incorrect	3	0	0	.	Single-KC	259	0.5116	KC323	1	
2344	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Mais, ils se disputent toujours.	1	Opp#1 ANSWER	2007-01-10 19:25:13	2007-01-10 19:26:15		2007-01-10 19:27:16	123	.	123	incorrect	3	0	0	.	Single-KC	260	0.5114	KC220	1	
2345	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Mais, c'est impossible.	1	Opp#1 ANSWER	2007-01-10 19:27:16	2007-01-10 19:27:47		2007-01-10 19:28:03	47	.	47	incorrect	3	0	0	.	Single-KC	261	0.5112	KC373	1	
2346	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Mon vol pour Tunis est à quinze heures vingt	1	Opp#1 ANSWER	2007-01-10 19:28:03	2007-01-10 19:29:51		2007-01-10 19:30:37	154	.	154	incorrect	3	0	0	.	Single-KC	262	0.5110	KC416	1	
2347	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Nous faisons souvent de la natation.	1	Opp#1 ANSWER	2007-01-10 19:30:37	2007-01-10 19:31:41		2007-01-10 19:31:52	75	.	75	incorrect	3	0	0	.	Single-KC	263	0.5108	KC360	1	
2348	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Oui, tu as cours ce matin, n'est-ce pas.	1	Opp#1 ANSWER	2007-01-10 19:31:52	2007-01-10 19:32:18		2007-01-10 19:32:28	36	.	36	incorrect	2	0	0	.	Single-KC	264	0.5106	KC145	1	
2349	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Qu'est-ce qu'ils vont faire samedi?	1	Opp#1 ANSWER	2007-01-10 19:32:28	2007-01-10 19:33:04	2007-01-10 19:33:04	2007-01-10 19:33:04	36	36	.	correct	0	0	1	.	Single-KC	265	0.5104	KC380	1	
2350	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Vous allez rester à Montréal jusqu'à quand.	1	Opp#1 ANSWER	2007-01-10 19:33:04	2007-01-10 19:34:17		2007-01-10 19:34:34	90	.	90	incorrect	3	0	0	.	Single-KC	266	0.5102	KC98	1	
2351	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Aïcha, tu te lèves.	2	Opp#2 ANSWER	2007-01-10 19:34:34	2007-01-10 19:35:07	2007-01-10 19:35:07	2007-01-10 19:35:07	33	33	.	correct	0	0	1	.	Single-KC	267	0.5100	KC56	1	
2352	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	D'habitude, tu arrives en avance.	2	Opp#2 ANSWER	2007-01-10 19:35:07	2007-01-10 19:35:24	2007-01-10 19:35:24	2007-01-10 19:35:24	17	17	.	correct	0	0	1	.	Single-KC	268	0.5098	KC287	1	
2353	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Aïcha et Estelle partagent un appartement.	2	Opp#2 ANSWER	2007-01-10 19:35:24	2007-01-10 19:35:37	2007-01-10 19:35:37	2007-01-10 19:35:37	13	13	.	correct	0	0	1	.	Single-KC	269	0.5096	KC232	1	
2354	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Je chante bien, mais Aïcha chante mieux.	2	Opp#2 ANSWER	2007-01-10 19:35:37	2007-01-10 19:35:51	2007-01-10 19:35:51	2007-01-10 19:35:51	14	14	.	correct	0	0	1	.	Single-KC	270	0.5094	KC198	1	
2355	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Elle joue aux échecs.	2	Opp#2 ANSWER	2007-01-10 19:35:51	2007-01-10 19:36:02	2007-01-10 19:36:02	2007-01-10 19:36:02	11	11	.	correct	0	0	1	.	Single-KC	271	0.5092	KC334	1	
2356	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Elle rend visite à sa grand-mère.	2	Opp#2 ANSWER	2007-01-10 19:36:02	2007-01-10 19:36:10	2007-01-10 19:36:10	2007-01-10 19:36:10	8	8	.	correct	0	0	1	.	Single-KC	272	0.5090	KC228	1	
2357	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Mais, tu as trop de devoirs.	2	Opp#2 ANSWER	2007-01-10 19:36:10	2007-01-10 19:36:23	2007-01-10 19:36:23	2007-01-10 19:36:23	13	13	.	correct	0	0	1	.	Single-KC	273	0.5088	KC264	1	
2358	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Il est huit heures et demie.	2	Opp#2 ANSWER	2007-01-10 19:36:23	2007-01-10 19:36:35	2007-01-10 19:36:35	2007-01-10 19:36:35	12	12	.	correct	0	0	1	.	Single-KC	274	0.5086	KC271	1	
2359	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Il est quatre heures quarante-sept.	2	Opp#2 ANSWER	2007-01-10 19:36:35	2007-01-10 19:37:08		2007-01-10 19:37:11	36	.	36	incorrect	2	0	0	.	Single-KC	275	0.5084	KC74	1	
2360	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Ils visitent la Tour Eiffel.	2	Opp#2 ANSWER	2007-01-10 19:37:11	2007-01-10 19:37:22	2007-01-10 19:37:22	2007-01-10 19:37:22	11	11	.	correct	0	0	1	.	Single-KC	276	0.5082	KC443	1	
2361	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Je me brosse les dents.	2	Opp#2 ANSWER	2007-01-10 19:37:22	2007-01-10 19:37:34	2007-01-10 19:37:34	2007-01-10 19:37:34	12	12	.	correct	0	0	1	.	Single-KC	277	0.5080	KC307	1	
2362	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Je vais jouer au foot, et le soir, je vais manger au restaurant.	2	Opp#2 ANSWER	2007-01-10 19:37:34	2007-01-10 19:37:46	2007-01-10 19:37:46	2007-01-10 19:37:46	12	12	.	correct	0	0	1	.	Single-KC	278	0.5078	KC272	1	
2363	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Mais, ils se disputent toujours.	2	Opp#2 ANSWER	2007-01-10 19:37:46	2007-01-10 19:37:55	2007-01-10 19:37:55	2007-01-10 19:37:55	9	9	.	correct	0	0	1	.	Single-KC	279	0.5076	KC214	1	
2364	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Mais, c'est impossible.	2	Opp#2 ANSWER	2007-01-10 19:37:55	2007-01-10 19:38:07	2007-01-10 19:38:07	2007-01-10 19:38:07	12	12	.	correct	0	0	1	.	Single-KC	280	0.5074	KC191	1	
2365	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Mon vol pour Tunis est à quinze heures vingt	2	Opp#2 ANSWER	2007-01-10 19:38:07	2007-01-10 19:38:20	2007-01-10 19:38:20	2007-01-10 19:38:20	13	13	.	correct	0	0	1	.	Single-KC	281	0.5072	KC27	1	
2366	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Nous faisons souvent de la natation.	2	Opp#2 ANSWER	2007-01-10 19:38:20	2007-01-10 19:38:32	2007-01-10 19:38:32	2007-01-10 19:38:32	12	12	.	correct	0	0	1	.	Single-KC	282	0.5070	KC250	1	
2367	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Oui, tu as cours ce matin, n'est-ce pas.	2	Opp#2 ANSWER	2007-01-10 19:38:32	2007-01-10 19:38:45	2007-01-10 19:38:45	2007-01-10 19:38:45	13	13	.	correct	0	0	1	.	Single-KC	283	0.5068	KC15	1	
2368	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Vous allez rester à Montréal jusqu'à quand.	2	Opp#2 ANSWER	2007-01-10 19:38:45	2007-01-10 19:38:55	2007-01-10 19:38:55	2007-01-10 19:38:55	10	10	.	correct	0	0	1	.	Single-KC	284	0.5066	KC179	1	
2369	All Data	Stu_5b5e985bc0a8c1eca640e5319cd6f8b5	 L3b	Il est quatre heures quarante-sept.	3	Opp#3 ANSWER	2007-01-10 19:38:55	2007-01-10 19:39:13	2007-01-10 19:39:13	2007-01-10 19:39:13	18	18	.	correct	0	0	1	.	Single-KC	285	0.5064			
2370	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	aux îles du Pacifique	1	Opp#1 ANSWER	2005-05-10 19:55:17	2005-05-10 19:55:17		2005-05-10 19:55:22	5	.	5	incorrect	3	0	0	.	Single-KC	1	0.4918	KC302	1	
2371	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	l'automne	1	Opp#1 ANSWER	2005-05-10 19:55:22	2005-05-10 19:55:33		2005-05-10 19:55:36	14	.	14	incorrect	3	0	0	.	Single-KC	2	0.4916	KC157	1	
2372	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	un gros bébé	1	Opp#1 ANSWER	2005-05-10 19:55:36	2005-05-10 19:55:47		2005-05-10 19:55:58	22	.	22	incorrect	3	0	0	.	Single-KC	3	0.4914	KC153	1	
2373	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	deux jeunes chats	1	Opp#1 ANSWER	2005-05-10 19:55:58	2005-05-10 19:56:09		2005-05-10 19:56:19	21	.	21	incorrect	3	0	0	.	Single-KC	4	0.4912	KC346	1	
2374	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	deux mauvais garçons	1	Opp#1 ANSWER	2005-05-10 19:56:19	2005-05-10 19:56:44	2005-05-10 19:56:44	2005-05-10 19:56:44	25	25	.	correct	0	0	1	.	Single-KC	5	0.4910	KC77	1	
2375	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	un homme grand	1	Opp#1 ANSWER	2005-05-10 19:56:44	2005-05-10 19:56:54	2005-05-10 19:56:54	2005-05-10 19:56:54	10	10	.	correct	0	0	1	.	Single-KC	6	0.4908	KC297	1	
2376	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	un joli sourire	1	Opp#1 ANSWER	2005-05-10 19:56:54	2005-05-10 19:57:10		2005-05-10 19:57:15	21	.	21	incorrect	3	0	0	.	Single-KC	7	0.4906	KC378	1	
2377	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	l'étudiant canadien	1	Opp#1 ANSWER	2005-05-10 19:57:15	2005-05-10 19:57:36	2005-05-10 19:57:36	2005-05-10 19:57:36	21	21	.	correct	0	0	1	.	Single-KC	8	0.4903	KC420	1	
2378	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	l'hiver	1	Opp#1 ANSWER	2005-05-10 19:57:36	2005-05-10 19:57:45	2005-05-10 19:57:45	2005-05-10 19:57:45	9	9	.	correct	0	0	1	.	Single-KC	9	0.4901	KC171	1	
2379	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	la Guadeloupe	1	Opp#1 ANSWER	2005-05-10 19:57:45	2005-05-10 19:58:00		2005-05-10 19:58:05	20	.	20	incorrect	2	0	0	.	Single-KC	10	0.4899	KC17	1	
2380	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	un grand homme	1	Opp#1 ANSWER	2005-05-10 19:58:05	2005-05-10 19:58:24	2005-05-10 19:58:24	2005-05-10 19:58:24	19	19	.	correct	0	0	1	.	Single-KC	11	0.4897	KC248	1	
2381	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	une belle femme	1	Opp#1 ANSWER	2005-05-10 19:58:24	2005-05-10 19:58:33	2005-05-10 19:58:33	2005-05-10 19:58:33	9	9	.	correct	0	0	1	.	Single-KC	12	0.4895	KC438	1	
2382	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	le cinq septembre	1	Opp#1 ANSWER	2005-05-10 19:58:33	2005-05-10 19:58:44		2005-05-10 19:59:07	34	.	34	incorrect	2	0	0	.	Single-KC	13	0.4893	KC306	1	
2383	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	cinquante-cinq	1	Opp#1 ANSWER	2005-05-10 19:59:07	2005-05-10 19:59:20	2005-05-10 19:59:20	2005-05-10 19:59:20	13	13	.	correct	0	0	1	.	Single-KC	14	0.4891	KC234	1	
2384	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	cinquante-quatre	1	Opp#1 ANSWER	2005-05-10 19:59:20	2005-05-10 19:59:30	2005-05-10 19:59:30	2005-05-10 19:59:30	10	10	.	correct	0	0	1	.	Single-KC	15	0.4889	KC105	1	
2385	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	une grosse voiture	1	Opp#1 ANSWER	2005-05-10 19:59:30	2005-05-10 19:59:40		2005-05-10 19:59:45	15	.	15	incorrect	2	0	0	.	Single-KC	16	0.4887	KC190	1	
2386	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	un grand écrivain	1	Opp#1 ANSWER	2005-05-10 19:59:45	2005-05-10 20:00:02		2005-05-10 20:00:25	40	.	40	incorrect	3	0	0	.	Single-KC	17	0.4885	KC85	1	
2387	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	départements d'outre-mer	1	Opp#1 ANSWER	2005-05-10 20:00:25	2005-05-10 20:00:51		2005-05-10 20:01:00	35	.	35	incorrect	3	0	0	.	Single-KC	18	0.4883	KC366	1	
2388	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	deux bonnes écoles	1	Opp#1 ANSWER	2005-05-10 20:01:00	2005-05-10 20:01:18		2005-05-10 20:01:21	21	.	21	incorrect	3	0	0	.	Single-KC	19	0.4881	KC361	1	
2389	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	deux bons parents	1	Opp#1 ANSWER	2005-05-10 20:01:21	2005-05-10 20:01:36		2005-05-10 20:01:41	20	.	20	incorrect	2	0	0	.	Single-KC	20	0.4879	KC262	1	
2390	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	deux gros hommes	1	Opp#1 ANSWER	2005-05-10 20:01:41	2005-05-10 20:01:55	2005-05-10 20:01:55	2005-05-10 20:01:55	14	14	.	correct	0	0	1	.	Single-KC	21	0.4877	KC274	1	
2391	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	une jeune femme	1	Opp#1 ANSWER	2005-05-10 20:01:55	2005-05-10 20:02:04	2005-05-10 20:02:04	2005-05-10 20:02:04	9	9	.	correct	0	0	1	.	Single-KC	22	0.4875	KC439	1	
2392	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	une mauvaise voiture	1	Opp#1 ANSWER	2005-05-10 20:02:04	2005-05-10 20:02:17	2005-05-10 20:02:17	2005-05-10 20:02:17	13	13	.	correct	0	0	1	.	Single-KC	23	0.4873	KC207	1	
2393	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	vingt-neuf	1	Opp#1 ANSWER	2005-05-10 20:02:17	2005-05-10 20:02:27	2005-05-10 20:02:27	2005-05-10 20:02:27	10	10	.	correct	0	0	1	.	Single-KC	24	0.4871	KC3	1	
2394	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	deux vieilles femmes	1	Opp#1 ANSWER	2005-05-10 20:02:27	2005-05-10 20:02:42		2005-05-10 20:02:54	27	.	27	incorrect	2	0	0	.	Single-KC	25	0.4869	KC182	1	
2395	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	deux vieux hommes	1	Opp#1 ANSWER	2005-05-10 20:02:54	2005-05-10 20:03:08	2005-05-10 20:03:08	2005-05-10 20:03:08	14	14	.	correct	0	0	1	.	Single-KC	26	0.4867	KC66	1	
2396	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	généreuse	1	Opp#1 ANSWER	2005-05-10 20:03:08	2005-05-10 20:03:10		2005-05-10 20:03:20	12	.	12	incorrect	3	0	0	.	Single-KC	27	0.4865	KC75	1	
2397	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	généreux	1	Opp#1 ANSWER	2005-05-10 20:03:20	2005-05-10 20:03:32	2005-05-10 20:03:32	2005-05-10 20:03:32	12	12	.	correct	0	0	1	.	Single-KC	28	0.4863	KC49	1	
2398	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	les saisons et les mois	1	Opp#1 ANSWER	2005-05-10 20:03:32	2005-05-10 20:03:54		2005-05-10 20:04:09	37	.	37	incorrect	2	0	0	.	Single-KC	29	0.4861	KC235	1	
2399	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	notre chat	1	Opp#1 ANSWER	2005-05-10 20:04:09	2005-05-10 20:04:14	2005-05-10 20:04:14	2005-05-10 20:04:14	5	5	.	correct	0	0	1	.	Single-KC	30	0.4859	KC73	1	
2400	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	quarante-et-un	1	Opp#1 ANSWER	2005-05-10 20:04:14	2005-05-10 20:04:21		2005-05-10 20:04:40	26	.	26	incorrect	2	0	0	.	Single-KC	31	0.4857	KC189	1	
2401	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	son frère	1	Opp#1 ANSWER	2005-05-10 20:04:40	2005-05-10 20:04:48		2005-05-10 20:04:58	18	.	18	incorrect	2	0	0	.	Single-KC	32	0.4855	KC415	1	
2402	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	trente-deux	1	Opp#1 ANSWER	2005-05-10 20:04:58	2005-05-10 20:05:00		2005-05-10 20:05:05	7	.	7	incorrect	3	0	0	.	Single-KC	33	0.4853	KC94	1	
2403	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	un beau jardin	1	Opp#1 ANSWER	2005-05-10 20:05:05	2005-05-10 20:05:56		2005-05-10 20:05:59	54	.	54	incorrect	3	0	0	.	Single-KC	34	0.4851	KC149	1	
2404	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	une bonne amie	1	Opp#1 ANSWER	2005-05-10 20:05:59	2005-05-10 20:06:11		2005-05-10 20:06:15	16	.	16	incorrect	2	0	0	.	Single-KC	35	0.4849	KC372	1	
2405	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 L2a	deux grosses filles	1	Opp#1 ANSWER	2005-05-10 20:06:15	2005-05-10 20:06:24	2005-05-10 20:06:24	2005-05-10 20:06:24	9	9	.	correct	0	0	1	.	Single-KC	36	0.4847	KC58	1	
2406	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Au revoir, monsieur.	1	Opp#1 ANSWER	2006-02-09 22:00:31	2006-02-09 22:00:31	2006-02-09 22:00:31	2006-02-09 22:00:31	0	0	.	correct	0	0	1	.	Single-KC	37	0.4845			
2407	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Bonjour, Madame.	1	Opp#1 ANSWER	2006-02-09 22:00:31	2006-02-09 22:00:43	2006-02-09 22:00:43	2006-02-09 22:00:43	12	12	.	correct	0	0	1	.	Single-KC	38	0.4843			
2408	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	C'est moi.	1	Opp#1 ANSWER	2006-02-09 22:00:43	2006-02-09 22:00:50	2006-02-09 22:00:50	2006-02-09 22:00:50	7	7	.	correct	0	0	1	.	Single-KC	39	0.4841			
2409	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Comment allez-vous, Madame?	1	Opp#1 ANSWER	2006-02-09 22:00:50	2006-02-09 22:01:06		2006-02-09 22:01:21	31	.	31	incorrect	3	0	0	.	Single-KC	40	0.4839			
2410	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Elles vont à Paris.	1	Opp#1 ANSWER	2006-02-09 22:01:21	2006-02-09 22:01:45		2006-02-09 22:02:17	56	.	56	incorrect	3	0	0	.	Single-KC	41	0.4837			
2411	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Elle va aux Antilles.	1	Opp#1 ANSWER	2006-02-09 22:02:17	2006-02-09 22:02:49		2006-02-09 22:03:18	61	.	61	incorrect	3	0	0	.	Single-KC	42	0.4835			
2412	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Et vous, vous êtes américains?	1	Opp#1 ANSWER	2006-02-09 22:03:18	2006-02-09 22:03:40		2006-02-09 22:04:37	79	.	79	incorrect	3	0	0	.	Single-KC	43	0.4833			
2413	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Je vais à la plage.	1	Opp#1 ANSWER	2006-02-09 22:04:37	2006-02-09 22:04:56		2006-02-09 22:07:23	166	.	166	incorrect	2	0	0	.	Single-KC	44	0.4831			
2414	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Nous étudions.	1	Opp#1 ANSWER	2006-02-09 22:07:23	2006-02-09 22:07:49	2006-02-09 22:07:49	2006-02-09 22:07:49	26	26	.	correct	0	0	1	.	Single-KC	45	0.4829			
2415	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Nous sommes étudiants.	1	Opp#1 ANSWER	2006-02-09 22:07:49	2006-02-09 22:08:06	2006-02-09 22:08:06	2006-02-09 22:08:06	17	17	.	correct	0	0	1	.	Single-KC	46	0.4827			
2416	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Où est-il?	1	Opp#1 ANSWER	2006-02-09 22:08:06	2006-02-09 22:08:19		2006-02-09 22:08:52	46	.	46	incorrect	2	0	0	.	Single-KC	47	0.4825			
2417	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Oui, ça va.	1	Opp#1 ANSWER	2006-02-09 22:08:52	2006-02-09 22:09:29	2006-02-09 22:09:29	2006-02-09 22:09:29	37	37	.	correct	0	0	1	.	Single-KC	48	0.4823			
2418	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Qu'est-ce que tu étudies?	1	Opp#1 ANSWER	2006-02-09 22:09:29	2006-02-09 22:10:11		2006-02-09 22:10:37	68	.	68	incorrect	3	0	0	.	Single-KC	49	0.4821			
2419	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Quelle est ta musique favorite?	1	Opp#1 ANSWER	2006-02-09 22:10:37	2006-02-09 22:11:09		2006-02-09 22:11:21	44	.	44	incorrect	2	0	0	.	Single-KC	50	0.4819			
2420	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Tu vas bien.	1	Opp#1 ANSWER	2006-02-09 22:11:21	2006-02-09 22:11:30	2006-02-09 22:11:30	2006-02-09 22:11:30	9	9	.	correct	0	0	1	.	Single-KC	51	0.4817			
2421	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Vous êtes de Montréal.	1	Opp#1 ANSWER	2006-02-09 22:11:30	2006-02-09 22:11:53		2006-02-09 22:12:28	58	.	58	incorrect	3	0	0	.	Single-KC	52	0.4815			
2422	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Comment allez-vous, Madame?	2	Opp#2 ANSWER	2006-02-09 22:12:28	2006-02-09 22:12:59		2006-02-09 22:13:04	36	.	36	incorrect	2	0	0	.	Single-KC	53	0.4813			
2423	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Elles vont à Paris.	2	Opp#2 ANSWER	2006-02-09 22:13:04	2006-02-09 22:13:25	2006-02-09 22:13:25	2006-02-09 22:13:25	21	21	.	correct	0	0	1	.	Single-KC	54	0.4811			
2424	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Elle va aux Antilles.	2	Opp#2 ANSWER	2006-02-09 22:13:25	2006-02-09 22:13:43	2006-02-09 22:13:43	2006-02-09 22:13:43	18	18	.	correct	0	0	1	.	Single-KC	55	0.4809			
2425	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Et vous, vous êtes américains?	2	Opp#2 ANSWER	2006-02-09 22:13:43	2006-02-09 22:14:11		2006-02-09 22:15:21	98	.	98	incorrect	3	0	0	.	Single-KC	56	0.4807			
2426	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Je vais à la plage.	2	Opp#2 ANSWER	2006-02-09 22:15:21	2006-02-09 22:15:43	2006-02-09 22:15:43	2006-02-09 22:15:43	22	22	.	correct	0	0	1	.	Single-KC	57	0.4805			
2427	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Où est-il?	2	Opp#2 ANSWER	2006-02-09 22:15:43	2006-02-09 22:16:04	2006-02-09 22:16:04	2006-02-09 22:16:04	21	21	.	correct	0	0	1	.	Single-KC	58	0.4803			
2428	All Data	Stu_5c23f2a537fc75a717d7682b9eb20c97	 mouton.log	Qu'est-ce que tu étudies?	2	Opp#2 ANSWER	2006-02-09 22:16:04	2006-02-09 22:16:35	2006-02-09 22:16:35	2006-02-09 22:16:35	31	31	.	correct	0	0	1	.	Single-KC	59	0.4801			
